pl1.6test.edu.cn,178.509,178.639,179.082,0.463
pl1.6TEST.edu.cn,178.513,178.667,179.503,0.543
pl1.6TEST.edu.cn,178.505,178.591,178.784,0.506
pl1.6TEST.edu.cn,178.516,178.677,179.375,0.275
pl1.6TEST.edu.cn,178.530,178.815,179.814,0.420
pl1.6TEST.edu.cn,178.488,178.600,178.856,0.559
pl1.6TEST.edu.cn,178.495,178.603,178.899,0.577
pl1.6TEST.edu.cn,178.505,178.875,180.359,0.612
pl1.6TEST.edu.cn,178.520,178.694,179.103,0.263
pl1.6TEST.edu.cn,178.521,178.885,180.099,0.606
pl1.6TEST.edu.cn,178.503,178.612,178.796,0.280
pl1.6TEST.edu.cn,178.544,178.707,179.463,0.411
pl1.6TEST.edu.cn,178.546,178.735,179.679,0.575
pl1.6TEST.edu.cn,178.507,178.670,179.670,0.568
pl1.6TEST.edu.cn,178.473,178.588,178.944,0.434
pl1.6TEST.edu.cn,178.485,229.513,250.167,29.144
pl1.6TEST.edu.cn,178.469,178.604,179.052,0.515
pl1.6TEST.edu.cn,178.453,178.566,178.753,0.310
pl1.6TEST.edu.cn,178.485,178.569,178.763,0.386
pl1.6TEST.edu.cn,178.452,178.593,179.021,0.565
pl1.6TEST.edu.cn,178.451,178.590,178.836,0.558
pl1.6TEST.edu.cn,178.540,178.639,179.078,0.579
pl1.6TEST.edu.cn,178.473,178.612,179.024,0.271
pl1.6TEST.edu.cn,178.510,178.631,179.067,0.486
pl1.6test.edu.cn,178.507,178.620,178.789,0.405
pl1.6TEST.edu.cn,178.493,178.589,178.893,0.337
pl1.6TEST.edu.cn,178.502,178.610,178.825,0.204
pl1.6TEST.edu.cn,178.519,178.727,179.809,0.285
pl1.6TEST.edu.cn,178.443,178.775,180.003,0.588
pl1.6TEST.edu.cn,178.505,178.594,178.729,0.585
pl1.6TEST.edu.cn,178.527,178.615,178.763,0.486
pl1.6TEST.edu.cn,178.549,178.875,182.111,0.941
pl1.6TEST.edu.cn,178.505,179.042,184.692,1.334
pl1.6TEST.edu.cn,178.533,180.663,188.927,3.371
pl1.6TEST.edu.cn,178.505,178.625,178.856,0.542
pl1.6TEST.edu.cn,178.605,178.727,178.958,0.317
pl1.6TEST.edu.cn,178.590,184.552,192.952,4.967
pl1.6TEST.edu.cn,178.582,178.666,178.834,0.241
pl1.6TEST.edu.cn,178.491,178.680,179.008,0.554
pl1.6TEST.edu.cn,178.517,178.693,179.201,0.476
pl1.6TEST.edu.cn,178.455,179.028,187.737,2.057
pl1.6TEST.edu.cn,178.477,178.616,179.094,0.379
pl1.6TEST.edu.cn,178.485,178.574,178.848,0.542
pl1.6TEST.edu.cn,178.508,178.603,178.711,0.063
pl1.6TEST.edu.cn,178.493,178.572,178.693,0.520
pl1.6TEST.edu.cn,178.506,178.583,178.836,0.364
pl1.6TEST.edu.cn,178.500,178.650,179.473,0.491
pl1.6TEST.edu.cn,178.532,183.755,190.062,4.663
pl1.6test.edu.cn,178.515,187.317,204.572,8.640
pl1.6TEST.edu.cn,178.450,178.585,178.822,0.526
pl1.6TEST.edu.cn,178.454,178.714,180.439,0.641
pl1.6TEST.edu.cn,178.502,191.952,214.712,15.347
pl1.6TEST.edu.cn,178.488,178.820,180.267,0.409
pl1.6TEST.edu.cn,178.481,178.667,179.820,0.446
pl1.6TEST.edu.cn,178.473,178.649,179.172,0.358
pl1.6TEST.edu.cn,178.482,178.567,178.668,0.381
pl1.6TEST.edu.cn,178.515,178.634,179.054,0.440
pl1.6TEST.edu.cn,178.495,178.686,179.338,0.460
pl1.6TEST.edu.cn,178.514,178.625,178.972,0.261
pl1.6TEST.edu.cn,187.731,187.910,188.659,0.411
pl1.6TEST.edu.cn,187.731,187.866,188.224,0.300
pl1.6TEST.edu.cn,178.415,178.555,178.678,0.308
pl1.6TEST.edu.cn,178.425,178.587,179.905,0.448
pl1.6TEST.edu.cn,178.487,178.575,178.888,0.158
pl1.6TEST.edu.cn,178.430,178.517,178.631,0.383
pl1.6TEST.edu.cn,178.424,178.538,178.808,0.250
pl1.6TEST.edu.cn,178.456,178.557,178.694,0.427
pl1.6TEST.edu.cn,178.476,178.599,179.000,0.593
pl1.6TEST.edu.cn,178.439,178.614,179.650,0.245
pl1.6TEST.edu.cn,178.496,178.589,178.863,0.160
pl1.6TEST.edu.cn,178.526,178.627,178.839,0.253
pl1.6TEST.edu.cn,178.498,178.634,179.053,0.570
pl1.6test.edu.cn,178.533,179.687,185.253,1.785
pl1.6TEST.edu.cn,178.526,178.631,178.860,0.387
pl1.6TEST.edu.cn,178.402,178.610,178.955,0.349
pl1.6TEST.edu.cn,178.504,178.621,178.812,0.310
pl1.6TEST.edu.cn,178.512,178.816,181.332,0.655
pl1.6TEST.edu.cn,178.522,178.663,179.163,0.571
pl1.6TEST.edu.cn,178.503,179.024,181.294,0.954
pl1.6TEST.edu.cn,178.520,179.362,182.259,1.163
pl1.6TEST.edu.cn,178.559,178.787,180.311,0.640
pl1.6TEST.edu.cn,178.482,217.499,271.448,35.163
pl1.6TEST.edu.cn,178.528,178.667,179.157,0.374
pl1.6TEST.edu.cn,178.499,178.592,178.952,0.174
pl1.6TEST.edu.cn,178.483,178.600,179.259,0.472
pl1.6TEST.edu.cn,178.456,178.602,178.941,0.597
pl1.6TEST.edu.cn,178.491,178.636,179.264,0.292
pl1.6TEST.edu.cn,178.468,178.562,178.767,0.539
pl1.6TEST.edu.cn,178.471,178.652,179.020,0.361
pl1.6TEST.edu.cn,178.436,178.738,179.403,0.441
pl1.6TEST.edu.cn,178.486,178.660,179.172,0.306
pl1.6TEST.edu.cn,178.483,178.636,179.047,0.568
pl1.6TEST.edu.cn,183.107,183.288,183.691,0.606
pl1.6TEST.edu.cn,178.472,178.965,180.431,0.499
pl1.6TEST.edu.cn,178.504,178.657,179.239,0.263
pl1.6TEST.edu.cn,178.472,178.574,178.781,0.448
pl1.6test.edu.cn,178.509,178.681,178.888,0.285
pl1.6TEST.edu.cn,178.435,178.708,179.631,0.541
pl1.6TEST.edu.cn,178.535,178.804,180.221,0.433
pl1.6TEST.edu.cn,178.513,178.900,180.683,0.581
pl1.6TEST.edu.cn,178.527,179.362,182.783,1.148
pl1.6TEST.edu.cn,178.535,178.805,180.014,0.432
pl1.6TEST.edu.cn,178.579,179.146,180.552,0.698
pl1.6TEST.edu.cn,178.552,179.566,183.639,1.305
pl1.6TEST.edu.cn,178.563,178.976,182.984,1.101
pl1.6TEST.edu.cn,178.521,178.715,179.109,0.364
pl1.6TEST.edu.cn,178.545,178.658,179.007,0.531
pl1.6TEST.edu.cn,178.513,178.660,179.008,0.419
pl1.6TEST.edu.cn,178.548,178.777,179.411,0.385
pl1.6TEST.edu.cn,178.564,178.714,179.048,0.373
pl1.6TEST.edu.cn,178.577,178.629,178.685,0.402
pl1.6TEST.edu.cn,178.553,178.658,178.948,0.452
pl1.6TEST.edu.cn,178.547,178.820,179.627,0.508
pl1.6TEST.edu.cn,178.477,178.673,178.838,0.206
pl1.6TEST.edu.cn,178.585,178.691,178.883,0.473
pl1.6TEST.edu.cn,178.571,178.692,178.939,0.492
pl1.6TEST.edu.cn,178.500,178.701,179.636,0.385
pl1.6TEST.edu.cn,178.554,178.790,180.296,0.415
pl1.6TEST.edu.cn,178.569,178.823,179.585,0.542
pl1.6TEST.edu.cn,178.559,178.766,179.638,0.481
pl1.6test.edu.cn,178.497,178.673,179.119,0.573
pl1.6TEST.edu.cn,178.536,178.776,179.398,0.507
pl1.6TEST.edu.cn,178.550,178.870,180.264,0.696
pl1.6TEST.edu.cn,178.523,178.767,179.232,0.220
pl1.6TEST.edu.cn,178.560,178.861,180.433,0.495
pl1.6TEST.edu.cn,178.552,180.490,194.671,4.808
pl1.6TEST.edu.cn,178.571,178.816,179.950,0.446
pl1.6TEST.edu.cn,178.558,180.067,186.581,2.025
pl1.6TEST.edu.cn,178.579,179.530,181.330,1.009
pl1.6TEST.edu.cn,178.561,179.064,182.494,1.020
pl1.6TEST.edu.cn,178.458,178.647,179.194,0.468
pl1.6TEST.edu.cn,178.542,178.667,178.941,0.417
pl1.6TEST.edu.cn,178.523,178.615,178.811,0.305
pl1.6TEST.edu.cn,178.468,178.577,179.073,0.461
pl1.6TEST.edu.cn,178.469,178.679,179.246,0.575
pl1.6TEST.edu.cn,178.458,178.548,178.639,0.271
pl1.6TEST.edu.cn,178.480,178.614,178.757,0.074
pl1.6TEST.edu.cn,178.425,178.603,178.838,0.458
pl1.6TEST.edu.cn,178.490,178.763,179.158,0.584
pl1.6TEST.edu.cn,178.522,178.716,179.567,0.571
pl1.6TEST.edu.cn,178.552,179.143,181.434,0.796
pl1.6TEST.edu.cn,178.569,178.917,182.556,1.004
pl1.6TEST.edu.cn,178.576,179.345,188.752,2.191
pl1.6TEST.edu.cn,178.561,178.664,178.874,0.450
pl1.6test.edu.cn,178.595,178.764,179.196,0.304
pl1.6TEST.edu.cn,178.575,178.740,179.713,0.592
pl1.6TEST.edu.cn,178.559,178.701,179.038,0.343
pl1.6TEST.edu.cn,178.441,178.687,179.577,0.406
pl1.6TEST.edu.cn,178.538,178.635,178.983,0.164
pl1.6TEST.edu.cn,178.513,179.637,186.088,1.908
pl1.6TEST.edu.cn,178.552,179.392,186.132,1.846
pl1.6TEST.edu.cn,178.708,181.952,190.932,2.834
pl1.6TEST.edu.cn,178.491,178.802,179.600,0.505
pl1.6TEST.edu.cn,178.586,178.794,179.339,0.426
pl1.6TEST.edu.cn,178.511,178.622,178.832,0.336
pl1.6TEST.edu.cn,178.474,178.596,178.758,0.540
pl1.6TEST.edu.cn,178.450,178.600,178.966,0.436
pl1.6TEST.edu.cn,178.464,178.637,179.418,0.302
pl1.6TEST.edu.cn,178.456,178.561,178.733,0.405
pl1.6TEST.edu.cn,178.494,178.633,178.979,0.328
pl1.6TEST.edu.cn,178.422,178.569,179.280,0.531
pl1.6TEST.edu.cn,178.468,178.551,178.722,0.570
pl1.6TEST.edu.cn,178.444,182.770,191.012,5.045
pl1.6TEST.edu.cn,178.471,178.653,179.454,0.286
pl1.6TEST.edu.cn,178.476,178.633,178.963,0.162
pl1.6TEST.edu.cn,178.504,178.759,180.208,0.490
pl1.6TEST.edu.cn,178.499,178.861,182.505,0.868
pl1.6TEST.edu.cn,178.520,178.644,178.767,0.538
pl1.6test.edu.cn,178.485,178.684,179.778,0.447
pl1.6TEST.edu.cn,189.649,189.845,190.379,0.470
pl1.6TEST.edu.cn,178.625,179.114,181.645,0.806
pl1.6TEST.edu.cn,178.520,178.695,179.674,0.448
pl1.6TEST.edu.cn,178.500,178.697,179.045,0.240
pl1.6TEST.edu.cn,178.497,178.837,179.571,0.549
pl1.6TEST.edu.cn,178.585,181.110,185.982,2.351
pl1.6TEST.edu.cn,178.439,179.587,186.803,1.889
pl1.6TEST.edu.cn,178.589,179.292,181.236,0.862
pl1.6TEST.edu.cn,178.493,182.706,211.299,8.207
pl1.6TEST.edu.cn,178.561,179.159,180.817,0.867
pl1.6TEST.edu.cn,187.764,187.860,188.221,0.261
pl1.6TEST.edu.cn,187.728,187.803,188.169,0.373
pl1.6TEST.edu.cn,183.071,183.257,184.050,0.570
pl1.6TEST.edu.cn,178.446,178.575,178.801,0.526
pl1.6TEST.edu.cn,178.474,178.599,178.825,0.208
pl1.6TEST.edu.cn,178.442,178.605,178.944,0.423
pl1.6TEST.edu.cn,178.445,178.590,178.947,0.461
pl1.6TEST.edu.cn,178.454,178.562,178.754,0.243
pl1.6TEST.edu.cn,178.457,178.614,179.059,0.432
pl1.6TEST.edu.cn,178.483,178.668,179.059,0.513
pl1.6TEST.edu.cn,178.507,178.701,179.500,0.493
pl1.6TEST.edu.cn,178.522,180.356,183.597,1.471
pl1.6TEST.edu.cn,178.487,179.471,184.961,1.541
pl1.6test.edu.cn,178.573,181.684,187.499,2.836
pl1.6TEST.edu.cn,178.500,186.172,198.867,6.247
pl1.6TEST.edu.cn,178.519,179.461,185.664,1.640
pl1.6TEST.edu.cn,178.439,179.026,185.198,1.496
